symbol,name,price,marketcap,year,industry,description,linkToSmth,smthing,keywords,enhanced_description
VTWG,Vanguard Russell 2000 Growth ETF,230.1,,,,,https://old.nasdaq.com/symbol/vtwg,,, 
VTWV,Vanguard Russell 2000 Value ETF,125.9109,,,,,https://old.nasdaq.com/symbol/vtwv,,, 
VTHR,Vanguard Russell 3000 ETF,179.65,,,,,https://old.nasdaq.com/symbol/vthr,,, 
VCSH,Vanguard Short-Term Corporate Bond ETF,83.13,,,,,https://old.nasdaq.com/symbol/vcsh,,, 
VTIP,Vanguard Short-Term Inflation-Protected Securities Index Fund,51.35,,,,,https://old.nasdaq.com/symbol/vtip,,, 
VGSH,Vanguard Short-Term Treasury ETF,61.62,,,,,https://old.nasdaq.com/symbol/vgsh,,, 
BND,Vanguard Total Bond Market ETF,87.38,,,,,https://old.nasdaq.com/symbol/bnd,,, 
VTC,Vanguard Total Corporate Bond ETF,92.86,,,,,https://old.nasdaq.com/symbol/vtc,,, 
BNDX,Vanguard Total International Bond ETF,58.22,,,,,https://old.nasdaq.com/symbol/bndx,,, 
VXUS,Vanguard Total International Stock ETF,62.8,,,,,https://old.nasdaq.com/symbol/vxus,,, 
BNDW,Vanguard Total World Bond ETF,81.6,,,,,https://old.nasdaq.com/symbol/bndw,,, 
VREX,Varex Imaging Corporation,20.27,$794.01M,,Capital Goods,Industrial Machinery/Components,https://old.nasdaq.com/symbol/vrex,,"automation, robotics, CNC, machining, transmission, gearboxes, bearings, integration, maintenance, efficiency","Industrial Machinery/Components automation, robotics, CNC, machining, transmission, gearboxes, bearings, integration, maintenance, efficiency"
VRNS,"Varonis Systems, Inc.",184.02,$5.84B,2014.0,Technology,Computer Software: Prepackaged Software,https://old.nasdaq.com/symbol/vrns,,"acquisition, revenue, licensing, cloud, on-premises, AI, security, update, merger, partnership","Computer Software: Prepackaged Software acquisition, revenue, licensing, cloud, on-premises, AI, security, update, merger, partnership"
VBLT,Vascular Biogenics Ltd.,2.69,$129.62M,2014.0,Health Care,Major Pharmaceuticals,https://old.nasdaq.com/symbol/vblt,,"FDA approval, clinical trial, trial results, patent expiration, drug pricing, earnings, regulatory filing, acquisition, recall, pipeline","Major Pharmaceuticals FDA approval, clinical trial, trial results, patent expiration, drug pricing, earnings, regulatory filing, acquisition, recall, pipeline"
VSTA,Vasta Platform Limited,13.7,$1.14B,2020.0,Consumer Services,Other Consumer Services,https://old.nasdaq.com/symbol/vsta,,"earnings, revenue, same-store-sales, guidance, acquisitions, partnerships, regulation, store openings, online-sales, margins","Other Consumer Services earnings, revenue, same-store-sales, guidance, acquisitions, partnerships, regulation, store openings, online-sales, margins"
VXRT,"Vaxart, Inc.",7.14,$781.61M,,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),https://old.nasdaq.com/symbol/vxrt,,"FDA approval, clinical trials, monoclonal antibodies, gene therapy, cell therapy, manufacturing scale-up, bioprocessing, partnerships, licensing, patent","Biotechnology: Biological Products (No Diagnostic Substances) FDA approval, clinical trials, monoclonal antibodies, gene therapy, cell therapy, manufacturing scale-up, bioprocessing, partnerships, licensing, patent"
PCVX,"Vaxcyte, Inc.",25.14,$1.28B,2020.0,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),https://old.nasdaq.com/symbol/pcvx,,"FDA approval, clinical trials, monoclonal antibodies, gene therapy, cell therapy, manufacturing scale-up, bioprocessing, partnerships, licensing, patent","Biotechnology: Biological Products (No Diagnostic Substances) FDA approval, clinical trials, monoclonal antibodies, gene therapy, cell therapy, manufacturing scale-up, bioprocessing, partnerships, licensing, patent"
VBIV,"VBI Vaccines, Inc.",3.08,$745.52M,,Health Care,Major Pharmaceuticals,https://old.nasdaq.com/symbol/vbiv,,"FDA approval, clinical trial, trial results, patent expiration, drug pricing, earnings, regulatory filing, acquisition, recall, pipeline","Major Pharmaceuticals FDA approval, clinical trial, trial results, patent expiration, drug pricing, earnings, regulatory filing, acquisition, recall, pipeline"
VTIQU,VectoIQ Acquisition Corp. II,11.53,,2021.0,Finance,Business Services,https://old.nasdaq.com/symbol/vtiqu,,"revenue, earnings, acquisition, merger, partnership, outsourcing, consulting, cloud, growth, strategy","Business Services revenue, earnings, acquisition, merger, partnership, outsourcing, consulting, cloud, growth, strategy"
VACQ,Vector Acquisition Corporation,10.5,$399M,2020.0,Finance,Business Services,https://old.nasdaq.com/symbol/vacq,,"revenue, earnings, acquisition, merger, partnership, outsourcing, consulting, cloud, growth, strategy","Business Services revenue, earnings, acquisition, merger, partnership, outsourcing, consulting, cloud, growth, strategy"
VACQU,Vector Acquisition Corporation,11.0,,2020.0,Finance,Business Services,https://old.nasdaq.com/symbol/vacqu,,"revenue, earnings, acquisition, merger, partnership, outsourcing, consulting, cloud, growth, strategy","Business Services revenue, earnings, acquisition, merger, partnership, outsourcing, consulting, cloud, growth, strategy"
VACQW,Vector Acquisition Corporation,1.8399,,2020.0,Finance,Business Services,https://old.nasdaq.com/symbol/vacqw,,"revenue, earnings, acquisition, merger, partnership, outsourcing, consulting, cloud, growth, strategy","Business Services revenue, earnings, acquisition, merger, partnership, outsourcing, consulting, cloud, growth, strategy"
VECO,Veeco Instruments Inc.,20.68,$1.03B,1994.0,Technology,Industrial Machinery/Components,https://old.nasdaq.com/symbol/veco,,"automation, robotics, CNC, machining, transmission, gearboxes, bearings, integration, maintenance, efficiency","Industrial Machinery/Components automation, robotics, CNC, machining, transmission, gearboxes, bearings, integration, maintenance, efficiency"
VLDR,"Velodyne Lidar, Inc.",23.15,$3.91B,,Capital Goods,Industrial Machinery/Components,https://old.nasdaq.com/symbol/vldr,,"automation, robotics, CNC, machining, transmission, gearboxes, bearings, integration, maintenance, efficiency","Industrial Machinery/Components automation, robotics, CNC, machining, transmission, gearboxes, bearings, integration, maintenance, efficiency"
VLDRW,"Velodyne Lidar, Inc.",8.65,,,Capital Goods,Industrial Machinery/Components,https://old.nasdaq.com/symbol/vldrw,,"automation, robotics, CNC, machining, transmission, gearboxes, bearings, integration, maintenance, efficiency","Industrial Machinery/Components automation, robotics, CNC, machining, transmission, gearboxes, bearings, integration, maintenance, efficiency"
VTAQU,Ventoux CCM Acquisition Corp.,10.55,,2020.0,Finance,Business Services,https://old.nasdaq.com/symbol/vtaqu,,"revenue, earnings, acquisition, merger, partnership, outsourcing, consulting, cloud, growth, strategy","Business Services revenue, earnings, acquisition, merger, partnership, outsourcing, consulting, cloud, growth, strategy"
VERO,Venus Concept Inc. ,2.37,$97.48M,2017.0,Health Care,Medical/Dental Instruments,https://old.nasdaq.com/symbol/vero,,"dental instruments, medical devices, sterilization, fda clearance, regulatory approval, implants, surgical tools, robotics, infection control, market growth","Medical/Dental Instruments dental instruments, medical devices, sterilization, fda clearance, regulatory approval, implants, surgical tools, robotics, infection control, market growth"
VEON,VEON Ltd.,1.8,$3.15B,,Public Utilities,Telecommunications Equipment,https://old.nasdaq.com/symbol/veon,,"5G, 6G, routers, switches, fiber, spectrum, deployments, earnings, capex, supply chain","Telecommunications Equipment 5G, 6G, routers, switches, fiber, spectrum, deployments, earnings, capex, supply chain"
VRA,"Vera Bradley, Inc.",8.47,$283.02M,2010.0,Consumer Non-Durables,Apparel,https://old.nasdaq.com/symbol/vra,,"fashion, retail, earnings, supply chain, sustainability, inventory, store openings, seasonal collection, partnership, revenue","Apparel fashion, retail, earnings, supply chain, sustainability, inventory, store openings, seasonal collection, partnership, revenue"
VCYT,"Veracyte, Inc.",55.24,$3.2B,2013.0,Health Care,Medical Specialities,https://old.nasdaq.com/symbol/vcyt,,"cardiology, oncology, neurology, pediatrics, dermatology, gastroenterology, orthopedics, radiology, urology, endocrinology","Medical Specialities cardiology, oncology, neurology, pediatrics, dermatology, gastroenterology, orthopedics, radiology, urology, endocrinology"
VSTM,"Verastem, Inc.",2.2,$373.5M,2012.0,Health Care,Major Pharmaceuticals,https://old.nasdaq.com/symbol/vstm,,"FDA approval, clinical trial, trial results, patent expiration, drug pricing, earnings, regulatory filing, acquisition, recall, pipeline","Major Pharmaceuticals FDA approval, clinical trial, trial results, patent expiration, drug pricing, earnings, regulatory filing, acquisition, recall, pipeline"
VERB,"Verb Technology Company, Inc.",1.79,$88.31M,,Consumer Services,Other Consumer Services,https://old.nasdaq.com/symbol/verb,,"earnings, revenue, same-store-sales, guidance, acquisitions, partnerships, regulation, store openings, online-sales, margins","Other Consumer Services earnings, revenue, same-store-sales, guidance, acquisitions, partnerships, regulation, store openings, online-sales, margins"
VERBW,"Verb Technology Company, Inc.",0.4498,,,Consumer Services,Other Consumer Services,https://old.nasdaq.com/symbol/verbw,,"earnings, revenue, same-store-sales, guidance, acquisitions, partnerships, regulation, store openings, online-sales, margins","Other Consumer Services earnings, revenue, same-store-sales, guidance, acquisitions, partnerships, regulation, store openings, online-sales, margins"
VCEL,Vericel Corporation,41.23,$1.87B,,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),https://old.nasdaq.com/symbol/vcel,,"FDA approval, clinical trials, monoclonal antibodies, gene therapy, cell therapy, manufacturing scale-up, bioprocessing, partnerships, licensing, patent","Biotechnology: Biological Products (No Diagnostic Substances) FDA approval, clinical trials, monoclonal antibodies, gene therapy, cell therapy, manufacturing scale-up, bioprocessing, partnerships, licensing, patent"
VERY,"Vericity, Inc.",9.15,$136.11M,2019.0,Finance,Life Insurance,https://old.nasdaq.com/symbol/very,,"premiums, policyholders, claims, underwriting, annuities, solvency, regulators, mortality, investments, dividends","Life Insurance premiums, policyholders, claims, underwriting, annuities, solvency, regulators, mortality, investments, dividends"
VRME,"VerifyMe, Inc.",4.87,$27.28M,,Basic Industries,Major Chemicals,https://old.nasdaq.com/symbol/vrme,,"chemicals, production, revenue, earnings, regulation, safety, supply chain, pricing, mergers, sustainability","Major Chemicals chemicals, production, revenue, earnings, regulation, safety, supply chain, pricing, mergers, sustainability"
VRMEW,"VerifyMe, Inc.",1.3,,,Basic Industries,Major Chemicals,https://old.nasdaq.com/symbol/vrmew,,"chemicals, production, revenue, earnings, regulation, safety, supply chain, pricing, mergers, sustainability","Major Chemicals chemicals, production, revenue, earnings, regulation, safety, supply chain, pricing, mergers, sustainability"
VRNT,Verint Systems Inc.,72.18,$5.02B,2002.0,Technology,EDP Services,https://old.nasdaq.com/symbol/vrnt,,"energy, electricity, renewables, EDP, Portugal, investments, acquisitions, partnerships, earnings, regulators","EDP Services energy, electricity, renewables, EDP, Portugal, investments, acquisitions, partnerships, earnings, regulators"
VRSN,"VeriSign, Inc.",194.75,$22.22B,1998.0,Technology,EDP Services,https://old.nasdaq.com/symbol/vrsn,,"energy, electricity, renewables, EDP, Portugal, investments, acquisitions, partnerships, earnings, regulators","EDP Services energy, electricity, renewables, EDP, Portugal, investments, acquisitions, partnerships, earnings, regulators"
VRSK,"Verisk Analytics, Inc.",192.76,$31.34B,2009.0,Technology,EDP Services,https://old.nasdaq.com/symbol/vrsk,,"energy, electricity, renewables, EDP, Portugal, investments, acquisitions, partnerships, earnings, regulators","EDP Services energy, electricity, renewables, EDP, Portugal, investments, acquisitions, partnerships, earnings, regulators"
VBTX,"Veritex Holdings, Inc.",28.38,$1.41B,2014.0,Finance,Major Banks,https://old.nasdaq.com/symbol/vbtx,,"earnings, interest rates, regulation, capital adequacy, liquidity, loan losses, mergers, acquisitions, Basel III, fintech","Major Banks earnings, interest rates, regulation, capital adequacy, liquidity, loan losses, mergers, acquisitions, Basel III, fintech"
VERI,"Veritone, Inc.",41.65,$1.32B,2017.0,Technology,EDP Services,https://old.nasdaq.com/symbol/veri,,"energy, electricity, renewables, EDP, Portugal, investments, acquisitions, partnerships, earnings, regulators","EDP Services energy, electricity, renewables, EDP, Portugal, investments, acquisitions, partnerships, earnings, regulators"
VRNA,Verona Pharma plc,7.8,$404.18M,2017.0,Health Care,Major Pharmaceuticals,https://old.nasdaq.com/symbol/vrna,,"FDA approval, clinical trial, trial results, patent expiration, drug pricing, earnings, regulatory filing, acquisition, recall, pipeline","Major Pharmaceuticals FDA approval, clinical trial, trial results, patent expiration, drug pricing, earnings, regulatory filing, acquisition, recall, pipeline"
VRRM,Verra Mobility Corporation,13.51,$2.19B,2017.0,Consumer Services,Transportation Services,https://old.nasdaq.com/symbol/vrrm,,"fleet, logistics, delivery, freight, supply chain, operations, compliance, safety, regulation, fuel efficiency","Transportation Services fleet, logistics, delivery, freight, supply chain, operations, compliance, safety, regulation, fuel efficiency"
VRCA,Verrica Pharmaceuticals Inc.,12.64,$326.94M,2018.0,Health Care,Major Pharmaceuticals,https://old.nasdaq.com/symbol/vrca,,"FDA approval, clinical trial, trial results, patent expiration, drug pricing, earnings, regulatory filing, acquisition, recall, pipeline","Major Pharmaceuticals FDA approval, clinical trial, trial results, patent expiration, drug pricing, earnings, regulatory filing, acquisition, recall, pipeline"
VS,Versus Systems Inc.,8.64,$81.13M,,Technology,EDP Services,https://old.nasdaq.com/symbol/vs,,"energy, electricity, renewables, EDP, Portugal, investments, acquisitions, partnerships, earnings, regulators","EDP Services energy, electricity, renewables, EDP, Portugal, investments, acquisitions, partnerships, earnings, regulators"
